"Notes","Year","Year Code","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code",Deaths,Population,Crude Rate
"Total","2003","2003","62 years","62",,,28126,2352131,1195.767
,"2003","2003","63 years","63","Female","F",11980,1201532,997.060
,"2003","2003","63 years","63","Male","M",16901,1087611,1553.956
"Total","2003","2003","63 years","63",,,28881,2289143,1261.651
,"2003","2003","64 years","64","Female","F",12833,1139251,1126.442
,"2003","2003","64 years","64","Male","M",17686,1029496,1717.928
"Total","2003","2003","64 years","64",,,30519,2168747,1407.218
,"2003","2003","65 years","65","Female","F",13333,1124059,1186.148
,"2003","2003","65 years","65","Male","M",18427,1001903,1839.200
"Total","2003","2003","65 years","65",,,31760,2125962,1493.912
,"2003","2003","66 years","66","Female","F",13730,1062639,1292.066
,"2003","2003","66 years","66","Male","M",18805,937277,2006.344
"Total","2003","2003","66 years","66",,,32535,1999916,1626.818
,"2003","2003","67 years","67","Female","F",14955,1048005,1426.997
,"2003","2003","67 years","67","Male","M",20079,913146,2198.882
"Total","2003","2003","67 years","67",,,35034,1961151,1786.400
,"2003","2003","68 years","68","Female","F",16040,1051571,1525.337
,"2003","2003","68 years","68","Male","M",21144,904419,2337.854
"Total","2003","2003","68 years","68",,,37184,1955990,1901.032
,"2003","2003","69 years","69","Female","F",16444,967432,1699.758
,"2003","2003","69 years","69","Male","M",21860,820345,2664.733
"Total","2003","2003","69 years","69",,,38304,1787777,2142.549
,"2003","2003","70 years","70","Female","F",18349,969166,1893.277
,"2003","2003","70 years","70","Male","M",23025,808170,2849.029
"Total","2003","2003","70 years","70",,,41374,1777336,2327.866
,"2003","2003","71 years","71","Female","F",19539,964958,2024.855
,"2003","2003","71 years","71","Male","M",24264,795334,3050.794
"Total","2003","2003","71 years","71",,,43803,1760292,2488.394
,"2003","2003","72 years","72","Female","F",21437,959437,2234.331
,"2003","2003","72 years","72","Male","M",26525,776914,3414.149
"Total","2003","2003","72 years","72",,,47962,1736351,2762.230
,"2003","2003","73 years","73","Female","F",23401,977035,2395.104
,"2003","2003","73 years","73","Male","M",28299,774554,3653.586
"Total","2003","2003","73 years","73",,,51700,1751589,2951.606
,"2003","2003","74 years","74","Female","F",24848,923900,2689.469
,"2003","2003","74 years","74","Male","M",28993,720651,4023.168
"Total","2003","2003","74 years","74",,,53841,1644551,3273.903
,"2003","2003","75 years","75","Female","F",27197,919089,2959.126
,"2003","2003","75 years","75","Male","M",31567,698219,4521.074
"Total","2003","2003","75 years","75",,,58764,1617308,3633.445
,"2003","2003","76 years","76","Female","F",29302,899842,3256.349
,"2003","2003","76 years","76","Male","M",32623,667787,4885.240
"Total","2003","2003","76 years","76",,,61925,1567629,3950.233
,"2003","2003","77 years","77","Female","F",31494,868089,3627.969
,"2003","2003","77 years","77","Male","M",33162,621701,5334.075
"Total","2003","2003","77 years","77",,,64656,1489790,4339.941
,"2003","2003","78 years","78","Female","F",33902,861328,3936.015
,"2003","2003","78 years","78","Male","M",34557,595667,5801.396
"Total","2003","2003","78 years","78",,,68459,1456995,4698.643
,"2003","2003","79 years","79","Female","F",35936,817634,4395.121
,"2003","2003","79 years","79","Male","M",35445,548486,6462.334
"Total","2003","2003","79 years","79",,,71381,1366120,5225.090
,"2003","2003","80 years","80","Female","F",37554,760319,4939.243
,"2003","2003","80 years","80","Male","M",35528,499405,7114.066
"Total","2003","2003","80 years","80",,,73082,1259724,5801.430
,"2003","2003","81 years","81","Female","F",39965,732492,5456.032
,"2003","2003","81 years","81","Male","M",36401,464268,7840.515
"Total","2003","2003","81 years","81",,,76366,1196760,6381.062
,"2003","2003","82 years","82","Female","F",41696,683447,6100.839
,"2003","2003","82 years","82","Male","M",35917,417522,8602.421
"Total","2003","2003","82 years","82",,,77613,1100969,7049.517
,"2003","2003","83 years","83","Female","F",42363,630578,6718.122
,"2003","2003","83 years","83","Male","M",34900,367149,9505.678
"Total","2003","2003","83 years","83",,,77263,997727,7743.902
,"2003","2003","84 years","84","Female","F",41283,540339,7640.204
,"2003","2003","84 years","84","Male","M",32232,303077,10634.921
"Total","2003","2003","84 years","84",,,73515,843416,8716.339
,"2003","2003","85 years","85","Female","F",42806,Not Applicable,Not Applicable
,"2003","2003","85 years","85","Male","M",31099,Not Applicable,Not Applicable
"Total","2003","2003","85 years","85",,,73905,Not Applicable,Not Applicable
,"2003","2003","86 years","86","Female","F",42681,Not Applicable,Not Applicable
,"2003","2003","86 years","86","Male","M",29184,Not Applicable,Not Applicable
"Total","2003","2003","86 years","86",,,71865,Not Applicable,Not Applicable
,"2003","2003","87 years","87","Female","F",42462,Not Applicable,Not Applicable
,"2003","2003","87 years","87","Male","M",27213,Not Applicable,Not Applicable
"Total","2003","2003","87 years","87",,,69675,Not Applicable,Not Applicable
,"2003","2003","88 years","88","Female","F",42446,Not Applicable,Not Applicable
,"2003","2003","88 years","88","Male","M",25248,Not Applicable,Not Applicable
"Total","2003","2003","88 years","88",,,67694,Not Applicable,Not Applicable
,"2003","2003","89 years","89","Female","F",41275,Not Applicable,Not Applicable
,"2003","2003","89 years","89","Male","M",22433,Not Applicable,Not Applicable
"Total","2003","2003","89 years","89",,,63708,Not Applicable,Not Applicable
,"2003","2003","90 years","90","Female","F",38694,Not Applicable,Not Applicable
,"2003","2003","90 years","90","Male","M",19792,Not Applicable,Not Applicable
"Total","2003","2003","90 years","90",,,58486,Not Applicable,Not Applicable
,"2003","2003","91 years","91","Female","F",35770,Not Applicable,Not Applicable
,"2003","2003","91 years","91","Male","M",16657,Not Applicable,Not Applicable
"Total","2003","2003","91 years","91",,,52427,Not Applicable,Not Applicable
,"2003","2003","92 years","92","Female","F",32721,Not Applicable,Not Applicable
,"2003","2003","92 years","92","Male","M",13714,Not Applicable,Not Applicable
"Total","2003","2003","92 years","92",,,46435,Not Applicable,Not Applicable
,"2003","2003","93 years","93","Female","F",29224,Not Applicable,Not Applicable
,"2003","2003","93 years","93","Male","M",11225,Not Applicable,Not Applicable
"Total","2003","2003","93 years","93",,,40449,Not Applicable,Not Applicable
,"2003","2003","94 years","94","Female","F",24832,Not Applicable,Not Applicable
,"2003","2003","94 years","94","Male","M",8774,Not Applicable,Not Applicable
"Total","2003","2003","94 years","94",,,33606,Not Applicable,Not Applicable
,"2003","2003","95 years","95","Female","F",21660,Not Applicable,Not Applicable
,"2003","2003","95 years","95","Male","M",6905,Not Applicable,Not Applicable
"Total","2003","2003","95 years","95",,,28565,Not Applicable,Not Applicable
,"2003","2003","96 years","96","Female","F",17240,Not Applicable,Not Applicable
,"2003","2003","96 years","96","Male","M",5166,Not Applicable,Not Applicable
"Total","2003","2003","96 years","96",,,22406,Not Applicable,Not Applicable
,"2003","2003","97 years","97","Female","F",13514,Not Applicable,Not Applicable
,"2003","2003","97 years","97","Male","M",3501,Not Applicable,Not Applicable
"Total","2003","2003","97 years","97",,,17015,Not Applicable,Not Applicable
,"2003","2003","98 years","98","Female","F",10390,Not Applicable,Not Applicable
,"2003","2003","98 years","98","Male","M",2502,Not Applicable,Not Applicable
"Total","2003","2003","98 years","98",,,12892,Not Applicable,Not Applicable
,"2003","2003","99 years","99","Female","F",7595,Not Applicable,Not Applicable
,"2003","2003","99 years","99","Male","M",1798,Not Applicable,Not Applicable
"Total","2003","2003","99 years","99",,,9393,Not Applicable,Not Applicable
,"2003","2003","100+ years","100","Female","F",16330,Not Applicable,Not Applicable
,"2003","2003","100+ years","100","Male","M",3001,Not Applicable,Not Applicable
"Total","2003","2003","100+ years","100",,,19331,Not Applicable,Not Applicable
,"2003","2003","Not Stated","NS","Female","F",71,Not Applicable,Not Applicable
,"2003","2003","Not Stated","NS","Male","M",271,Not Applicable,Not Applicable
"Total","2003","2003","Not Stated","NS",,,342,Not Applicable,Not Applicable
"Total","2003","2003",,,,,2448288,290107933,843.923
,"2004","2004","< 1 year","0","Female","F",12218,1962216,622.663
,"2004","2004","< 1 year","0","Male","M",15718,2052042,765.969
"Total","2004","2004","< 1 year","0",,,27936,4014258,695.919
,"2004","2004","1 year","1","Female","F",908,1932894,46.976
,"2004","2004","1 year","1","Male","M",1056,2020169,52.273
"Total","2004","2004","1 year","1",,,1964,3953063,49.683
,"2004","2004","2 years","2","Female","F",524,1925324,27.216
,"2004","2004","2 years","2","Male","M",670,2008411,33.360
"Total","2004","2004","2 years","2",,,1194,3933735,30.353
,"2004","2004","3 years","3","Female","F",382,1962287,19.467
,"2004","2004","3 years","3","Male","M",507,2045933,24.781
"Total","2004","2004","3 years","3",,,889,4008220,22.179
,"2004","2004","4 years","4","Female","F",322,1892670,17.013
,"2004","2004","4 years","4","Male","M",416,1983939,20.968
"Total","2004","2004","4 years","4",,,738,3876609,19.037
,"2004","2004","5 years","5","Female","F",304,1871767,16.241
,"2004","2004","5 years","5","Male","M",353,1957840,18.030
"Total","2004","2004","5 years","5",,,657,3829607,17.156
,"2004","2004","6 years","6","Female","F",251,1867533,13.440
,"2004","2004","6 years","6","Male","M",351,1954556,17.958
"Total","2004","2004","6 years","6",,,602,3822089,15.751
,"2004","2004","7 years","7","Female","F",225,1883869,11.944
,"2004","2004","7 years","7","Male","M",313,1966777,15.914
"Total","2004","2004","7 years","7",,,538,3850646,13.972
,"2004","2004","8 years","8","Female","F",224,1920442,11.664
,"2004","2004","8 years","8","Male","M",297,2012719,14.756
"Total","2004","2004","8 years","8",,,521,3933161,13.246
,"2004","2004","9 years","9","Female","F",239,1959620,12.196
,"2004","2004","9 years","9","Male","M",331,2059114,16.075
"Total","2004","2004","9 years","9",,,570,4018734,14.184
,"2004","2004","10 years","10","Female","F",259,2026099,12.783
,"2004","2004","10 years","10","Male","M",318,2125852,14.959
"Total","2004","2004","10 years","10",,,577,4151951,13.897
,"2004","2004","11 years","11","Female","F",235,2050854,11.459
,"2004","2004","11 years","11","Male","M",346,2156867,16.042
"Total","2004","2004","11 years","11",,,581,4207721,13.808
,"2004","2004","12 years","12","Female","F",279,2097086,13.304
,"2004","2004","12 years","12","Male","M",455,2196464,20.715
"Total","2004","2004","12 years","12",,,734,4293550,17.095
,"2004","2004","13 years","13","Female","F",349,2122487,16.443
,"2004","2004","13 years","13","Male","M",531,2227712,23.836
"Total","2004","2004","13 years","13",,,880,4350199,20.229
,"2004","2004","14 years","14","Female","F",470,2147180,21.889
,"2004","2004","14 years","14","Male","M",704,2261079,31.136
"Total","2004","2004","14 years","14",,,1174,4408259,26.632
,"2004","2004","15 years","15","Female","F",536,2076760,25.809
,"2004","2004","15 years","15","Male","M",991,2188103,45.290
"Total","2004","2004","15 years","15",,,1527,4264863,35.804
,"2004","2004","16 years","16","Female","F",739,2048548,36.074
,"2004","2004","16 years","16","Male","M",1471,2165214,67.938
"Total","2004","2004","16 years","16",,,2210,4213762,52.447
,"2004","2004","17 years","17","Female","F",819,2021150,40.521
,"2004","2004","17 years","17","Male","M",1893,2146158,88.204
"Total","2004","2004","17 years","17",,,2712,4167308,65.078
,"2004","2004","18 years","18","Female","F",966,2041748,47.312
,"2004","2004","18 years","18","Male","M",2525,2172313,116.236
"Total","2004","2004","18 years","18",,,3491,4214061,82.842
,"2004","2004","19 years","19","Female","F",968,2054587,47.114
,"2004","2004","19 years","19","Male","M",2798,2187971,127.881
"Total","2004","2004","19 years","19",,,3766,4242558,88.767
,"2004","2004","20 years","20","Female","F",916,1998909,45.825
,"2004","2004","20 years","20","Male","M",2832,2132862,132.779
"Total","2004","2004","20 years","20",,,3748,4131771,90.712
,"2004","2004","21 years","21","Female","F",971,2024168,47.970
,"2004","2004","21 years","21","Male","M",3124,2156023,144.896
"Total","2004","2004","21 years","21",,,4095,4180191,97.962
,"2004","2004","22 years","22","Female","F",959,2035635,47.111
,"2004","2004","22 years","22","Male","M",3061,2137442,143.209
"Total","2004","2004","22 years","22",,,4020,4173077,96.332
,"2004","2004","23 years","23","Female","F",948,2069230,45.814
,"2004","2004","23 years","23","Male","M",2957,2123444,139.255
"Total","2004","2004","23 years","23",,,3905,4192674,93.139
,"2004","2004","24 years","24","Female","F",1012,2062699,49.062
,"2004","2004","24 years","24","Male","M",2935,2105148,139.420
"Total","2004","2004","24 years","24",,,3947,4167847,94.701
,"2004","2004","25 years","25","Female","F",947,1970554,48.058
,"2004","2004","25 years","25","Male","M",2909,2010965,144.657
"Total","2004","2004","25 years","25",,,3856,3981519,96.847
,"2004","2004","26 years","26","Female","F",1042,1904276,54.719
,"2004","2004","26 years","26","Male","M",2741,1933949,141.731
"Total","2004","2004","26 years","26",,,3783,3838225,98.561
,"2004","2004","27 years","27","Female","F",1048,1890889,55.424
,"2004","2004","27 years","27","Male","M",2735,1910787,143.135
"Total","2004","2004","27 years","27",,,3783,3801676,99.509
,"2004","2004","28 years","28","Female","F",1039,1835016,56.621
,"2004","2004","28 years","28","Male","M",2512,1862479,134.874
"Total","2004","2004","28 years","28",,,3551,3697495,96.038
,"2004","2004","29 years","29","Female","F",1141,1878345,60.745
,"2004","2004","29 years","29","Male","M",2657,1909795,139.125
"Total","2004","2004","29 years","29",,,3798,3788140,100.260
,"2004","2004","30 years","30","Female","F",1120,1853220,60.435
,"2004","2004","30 years","30","Male","M",2472,1884720,131.160
"Total","2004","2004","30 years","30",,,3592,3737940,96.096
,"2004","2004","31 years","31","Female","F",1245,1889889,65.877
,"2004","2004","31 years","31","Male","M",2735,1901095,143.864
"Total","2004","2004","31 years","31",,,3980,3790984,104.986
,"2004","2004","32 years","32","Female","F",1485,2006472,74.011
,"2004","2004","32 years","32","Male","M",3030,2017316,150.200
"Total","2004","2004","32 years","32",,,4515,4023788,112.208
,"2004","2004","33 years","33","Female","F",1608,2129110,75.525
,"2004","2004","33 years","33","Male","M",3192,2128284,149.980
"Total","2004","2004","33 years","33",,,4800,4257394,112.745
,"2004","2004","34 years","34","Female","F",1834,2162454,84.811
,"2004","2004","34 years","34","Male","M",3376,2186941,154.371
"Total","2004","2004","34 years","34",,,5210,4349395,119.787
,"2004","2004","35 years","35","Female","F",1875,2057123,91.147
,"2004","2004","35 years","35","Male","M",3620,2069933,174.885
"Total","2004","2004","35 years","35",,,5495,4127056,133.146
,"2004","2004","36 years","36","Female","F",1960,2025428,96.770
,"2004","2004","36 years","36","Male","M",3646,2023152,180.214
"Total","2004","2004","36 years","36",,,5606,4048580,138.468
,"2004","2004","37 years","37","Female","F",2254,2034825,110.771
,"2004","2004","37 years","37","Male","M",3966,2017065,196.622
"Total","2004","2004","37 years","37",,,6220,4051890,153.509
