Notes,Year,Year Code,Single-Year Ages,Single-Year Ages Code,Sex,Sex Code,Deaths,Population,Crude Rate
,2019,2019,61 years,61,Male,M,25181,2027951,1241.697
Total,2019,2019,61 years,61,,,41522,4215172,985.061
,2019,2019,62 years,62,Female,F,17321,2165425,799.889
,2019,2019,62 years,62,Male,M,26654,1991220,1338.576
Total,2019,2019,62 years,62,,,43975,4156645,1057.945
,2019,2019,63 years,63,Female,F,17837,2090246,853.345
,2019,2019,63 years,63,Male,M,27524,1905842,1444.191
Total,2019,2019,63 years,63,,,45361,3996088,1135.135
,2019,2019,64 years,64,Female,F,18724,2071538,903.869
,2019,2019,64 years,64,Male,M,28212,1879040,1501.405
Total,2019,2019,64 years,64,,,46936,3950578,1188.079
,2019,2019,65 years,65,Female,F,19046,1991169,956.524
,2019,2019,65 years,65,Male,M,29113,1783428,1632.418
Total,2019,2019,65 years,65,,,48159,3774597,1275.871
,2019,2019,66 years,66,Female,F,19793,1914181,1034.019
,2019,2019,66 years,66,Male,M,29767,1703888,1747.004
Total,2019,2019,66 years,66,,,49560,3618069,1369.791
,2019,2019,67 years,67,Female,F,20479,1836574,1115.065
,2019,2019,67 years,67,Male,M,30240,1627863,1857.65
Total,2019,2019,67 years,67,,,50719,3464437,1463.99
,2019,2019,68 years,68,Female,F,21517,1781346,1207.907
,2019,2019,68 years,68,Male,M,30695,1564129,1962.434
Total,2019,2019,68 years,68,,,52212,3345475,1560.675
,2019,2019,69 years,69,Female,F,22639,1731958,1307.133
,2019,2019,69 years,69,Male,M,31123,1520465,2046.94
Total,2019,2019,69 years,69,,,53762,3252423,1652.983
,2019,2019,70 years,70,Female,F,24422,1674584,1458.392
,2019,2019,70 years,70,Male,M,32921,1462120,2251.594
Total,2019,2019,70 years,70,,,57343,3136704,1828.129
,2019,2019,71 years,71,Female,F,26607,1647705,1614.791
,2019,2019,71 years,71,Male,M,34789,1435378,2423.682
Total,2019,2019,71 years,71,,,61396,3083083,1991.383
,2019,2019,72 years,72,Female,F,29424,1707812,1722.906
,2019,2019,72 years,72,Male,M,37706,1483236,2542.144
Total,2019,2019,72 years,72,,,67130,3191048,2103.698
,2019,2019,73 years,73,Female,F,25287,1259662,2007.443
,2019,2019,73 years,73,Male,M,31566,1074771,2936.998
Total,2019,2019,73 years,73,,,56853,2334433,2435.409
,2019,2019,74 years,74,Female,F,26098,1238863,2106.609
,2019,2019,74 years,74,Male,M,32327,1044301,3095.563
Total,2019,2019,74 years,74,,,58425,2283164,2558.949
,2019,2019,75 years,75,Female,F,28571,1199896,2381.123
,2019,2019,75 years,75,Male,M,34576,998390,3463.176
Total,2019,2019,75 years,75,,,63147,2198286,2872.556
,2019,2019,76 years,76,Female,F,31604,1218702,2593.251
,2019,2019,76 years,76,Male,M,37415,1003690,3727.745
Total,2019,2019,76 years,76,,,69019,2222392,3105.618
,2019,2019,77 years,77,Female,F,30493,1056331,2886.69
,2019,2019,77 years,77,Male,M,35401,854930,4140.807
Total,2019,2019,77 years,77,,,65894,1911261,3447.671
,2019,2019,78 years,78,Female,F,30611,960647,3186.498
,2019,2019,78 years,78,Male,M,34513,760170,4540.169
Total,2019,2019,78 years,78,,,65124,1720817,3784.481
,2019,2019,79 years,79,Female,F,31718,898590,3529.752
,2019,2019,79 years,79,Male,M,34591,701319,4932.278
Total,2019,2019,79 years,79,,,66309,1599909,4144.548
,2019,2019,80 years,80,Female,F,33085,831640,3978.284
,2019,2019,80 years,80,Male,M,35264,643638,5478.856
Total,2019,2019,80 years,80,,,68349,1475278,4632.957
,2019,2019,81 years,81,Female,F,34649,788013,4397.009
,2019,2019,81 years,81,Male,M,35972,593628,6059.687
Total,2019,2019,81 years,81,,,70621,1381641,5111.386
,2019,2019,82 years,82,Female,F,35705,715575,4989.694
,2019,2019,82 years,82,Male,M,35419,525766,6736.647
Total,2019,2019,82 years,82,,,71124,1241341,5729.61
,2019,2019,83 years,83,Female,F,37703,671025,5618.718
,2019,2019,83 years,83,Male,M,35821,480165,7460.144
Total,2019,2019,83 years,83,,,73524,1151190,6386.782
,2019,2019,84 years,84,Female,F,38788,631230,6144.828
,2019,2019,84 years,84,Male,M,36128,436527,8276.235
Total,2019,2019,84 years,84,,,74916,1067757,7016.203
,2019,2019,85 years,85,Female,F,38617,Not Applicable,Not Applicable
,2019,2019,85 years,85,Male,M,34590,Not Applicable,Not Applicable
Total,2019,2019,85 years,85,,,73207,Not Applicable,Not Applicable
,2019,2019,86 years,86,Female,F,40701,Not Applicable,Not Applicable
,2019,2019,86 years,86,Male,M,34592,Not Applicable,Not Applicable
Total,2019,2019,86 years,86,,,75293,Not Applicable,Not Applicable
,2019,2019,87 years,87,Female,F,42209,Not Applicable,Not Applicable
,2019,2019,87 years,87,Male,M,34712,Not Applicable,Not Applicable
Total,2019,2019,87 years,87,,,76921,Not Applicable,Not Applicable
,2019,2019,88 years,88,Female,F,43076,Not Applicable,Not Applicable
,2019,2019,88 years,88,Male,M,33815,Not Applicable,Not Applicable
Total,2019,2019,88 years,88,,,76891,Not Applicable,Not Applicable
,2019,2019,89 years,89,Female,F,44433,Not Applicable,Not Applicable
,2019,2019,89 years,89,Male,M,32171,Not Applicable,Not Applicable
Total,2019,2019,89 years,89,,,76604,Not Applicable,Not Applicable
,2019,2019,90 years,90,Female,F,43295,Not Applicable,Not Applicable
,2019,2019,90 years,90,Male,M,29487,Not Applicable,Not Applicable
Total,2019,2019,90 years,90,,,72782,Not Applicable,Not Applicable
,2019,2019,91 years,91,Female,F,42575,Not Applicable,Not Applicable
,2019,2019,91 years,91,Male,M,27308,Not Applicable,Not Applicable
Total,2019,2019,91 years,91,,,69883,Not Applicable,Not Applicable
,2019,2019,92 years,92,Female,F,40611,Not Applicable,Not Applicable
,2019,2019,92 years,92,Male,M,24250,Not Applicable,Not Applicable
Total,2019,2019,92 years,92,,,64861,Not Applicable,Not Applicable
,2019,2019,93 years,93,Female,F,37326,Not Applicable,Not Applicable
,2019,2019,93 years,93,Male,M,20790,Not Applicable,Not Applicable
Total,2019,2019,93 years,93,,,58116,Not Applicable,Not Applicable
,2019,2019,94 years,94,Female,F,34401,Not Applicable,Not Applicable
,2019,2019,94 years,94,Male,M,17440,Not Applicable,Not Applicable
Total,2019,2019,94 years,94,,,51841,Not Applicable,Not Applicable
,2019,2019,95 years,95,Female,F,29725,Not Applicable,Not Applicable
,2019,2019,95 years,95,Male,M,14151,Not Applicable,Not Applicable
Total,2019,2019,95 years,95,,,43876,Not Applicable,Not Applicable
,2019,2019,96 years,96,Female,F,25132,Not Applicable,Not Applicable
,2019,2019,96 years,96,Male,M,10902,Not Applicable,Not Applicable
Total,2019,2019,96 years,96,,,36034,Not Applicable,Not Applicable
,2019,2019,97 years,97,Female,F,20719,Not Applicable,Not Applicable
,2019,2019,97 years,97,Male,M,8259,Not Applicable,Not Applicable
Total,2019,2019,97 years,97,,,28978,Not Applicable,Not Applicable
,2019,2019,98 years,98,Female,F,16217,Not Applicable,Not Applicable
,2019,2019,98 years,98,Male,M,5978,Not Applicable,Not Applicable
Total,2019,2019,98 years,98,,,22195,Not Applicable,Not Applicable
,2019,2019,99 years,99,Female,F,11769,Not Applicable,Not Applicable
,2019,2019,99 years,99,Male,M,3764,Not Applicable,Not Applicable
Total,2019,2019,99 years,99,,,15533,Not Applicable,Not Applicable
,2019,2019,100+ years,100,Female,F,24775,Not Applicable,Not Applicable
,2019,2019,100+ years,100,Male,M,5956,Not Applicable,Not Applicable
Total,2019,2019,100+ years,100,,,30731,Not Applicable,Not Applicable
,2019,2019,Not Stated,NS,Female,F,44,Not Applicable,Not Applicable
,2019,2019,Not Stated,NS,Male,M,103,Not Applicable,Not Applicable
Total,2019,2019,Not Stated,NS,,,147,Not Applicable,Not Applicable
Total,2019,2019,,,,,2854838,328239523,869.742
,2020,2020,< 1 year,0,Female,F,8723,1826869,477.484
,2020,2020,< 1 year,0,Male,M,10859,1908141,569.088
Total,2020,2020,< 1 year,0,,,19582,3735010,524.282
,2020,2020,1 year,1,Female,F,579,1847230,31.344
,2020,2020,1 year,1,Male,M,785,1926654,40.744
Total,2020,2020,1 year,1,,,1364,3773884,36.143
,2020,2020,2 years,2,Female,F,377,1884480,20.006
,2020,2020,2 years,2,Male,M,512,1968545,26.009
Total,2020,2020,2 years,2,,,889,3853025,23.073
,2020,2020,3 years,3,Female,F,309,1916691,16.122
,2020,2020,3 years,3,Male,M,416,2004835,20.75
Total,2020,2020,3 years,3,,,725,3921526,18.488
,2020,2020,4 years,4,Female,F,238,1964865,12.113
,2020,2020,4 years,4,Male,M,313,2052982,15.246
Total,2020,2020,4 years,4,,,551,4017847,13.714
,2020,2020,5 years,5,Female,F,210,1981945,10.596
,2020,2020,5 years,5,Male,M,306,2072391,14.766
Total,2020,2020,5 years,5,,,516,4054336,12.727
,2020,2020,6 years,6,Female,F,198,1972968,10.036
,2020,2020,6 years,6,Male,M,252,2067201,12.19
Total,2020,2020,6 years,6,,,450,4040169,11.138
,2020,2020,7 years,7,Female,F,201,1970498,10.2
,2020,2020,7 years,7,Male,M,240,2059255,11.655
Total,2020,2020,7 years,7,,,441,4029753,10.944
,2020,2020,8 years,8,Female,F,192,1972830,9.732
,2020,2020,8 years,8,Male,M,213,2061955,10.33
Total,2020,2020,8 years,8,,,405,4034785,10.038
,2020,2020,9 years,9,Female,F,164,1992717,8.23
,2020,2020,9 years,9,Male,M,234,2085951,11.218
Total,2020,2020,9 years,9,,,398,4078668,9.758
,2020,2020,10 years,10,Female,F,181,1994965,9.073
,2020,2020,10 years,10,Male,M,275,2079208,13.226
Total,2020,2020,10 years,10,,,456,4074173,11.192
,2020,2020,11 years,11,Female,F,203,1995208,10.174
,2020,2020,11 years,11,Male,M,323,2077786,15.545
Total,2020,2020,11 years,11,,,526,4072994,12.914
,2020,2020,12 years,12,Female,F,264,2057048,12.834
,2020,2020,12 years,12,Male,M,353,2143929,16.465
Total,2020,2020,12 years,12,,,617,4200977,14.687
,2020,2020,13 years,13,Female,F,303,2064369,14.678
,2020,2020,13 years,13,Male,M,497,2155552,23.057
Total,2020,2020,13 years,13,,,800,4219921,18.958
,2020,2020,14 years,14,Female,F,345,2047865,16.847
,2020,2020,14 years,14,Male,M,669,2138493,31.284
Total,2020,2020,14 years,14,,,1014,4186358,24.222
,2020,2020,15 years,15,Female,F,433,2044536,21.178
,2020,2020,15 years,15,Male,M,899,2131384,42.179
Total,2020,2020,15 years,15,,,1332,4175920,31.897
,2020,2020,16 years,16,Female,F,524,2051722,25.54
,2020,2020,16 years,16,Male,M,1269,2136152,59.406
Total,2020,2020,16 years,16,,,1793,4187874,42.814
,2020,2020,17 years,17,Female,F,593,2040904,29.056
,2020,2020,17 years,17,Male,M,1636,2123989,77.025
Total,2020,2020,17 years,17,,,2229,4164893,53.519
,2020,2020,18 years,18,Female,F,831,2037848,40.778
,2020,2020,18 years,18,Male,M,2328,2122009,109.707
Total,2020,2020,18 years,18,,,3159,4159857,75.94
,2020,2020,19 years,19,Female,F,946,2091322,45.235
,2020,2020,19 years,19,Male,M,2819,2181063,129.249
Total,2020,2020,19 years,19,,,3765,4272385,88.124
,2020,2020,20 years,20,Female,F,974,2123140,45.875
,2020,2020,20 years,20,Male,M,3009,2221432,135.453
Total,2020,2020,20 years,20,,,3983,4344572,91.678
,2020,2020,21 years,21,Female,F,1163,2094326,55.531
,2020,2020,21 years,21,Male,M,3413,2188824,155.928
Total,2020,2020,21 years,21,,,4576,4283150,106.837
,2020,2020,22 years,22,Female,F,1168,2100049,55.618
,2020,2020,22 years,22,Male,M,3517,2192971,160.376
Total,2020,2020,22 years,22,,,4685,4293020,109.131
,2020,2020,23 years,23,Female,F,1338,2113597,63.304
,2020,2020,23 years,23,Male,M,3694,2201623,167.785
Total,2020,2020,23 years,23,,,5032,4315220,116.611
,2020,2020,24 years,24,Female,F,1362,2130797,63.92
,2020,2020,24 years,24,Male,M,3900,2227996,175.045
Total,2020,2020,24 years,24,,,5262,4358793,120.721
,2020,2020,25 years,25,Female,F,1563,2177731,71.772
,2020,2020,25 years,25,Male,M,4143,2283275,181.45
Total,2020,2020,25 years,25,,,5706,4461006,127.908
,2020,2020,26 years,26,Female,F,1613,2223511,72.543
,2020,2020,26 years,26,Male,M,4349,2332000,186.492
Total,2020,2020,26 years,26,,,5962,4555511,130.874
,2020,2020,27 years,27,Female,F,1819,2255755,80.638
,2020,2020,27 years,27,Male,M,4714,2372863,198.663
Total,2020,2020,27 years,27,,,6533,4628618,141.144
,2020,2020,28 years,28,Female,F,1951,2322743,83.996
,2020,2020,28 years,28,Male,M,5019,2428258,206.691
Total,2020,2020,28 years,28,,,6970,4751001,146.706
,2020,2020,29 years,29,Female,F,2196,2376377,92.41
,2020,2020,29 years,29,Male,M,5329,2458730,216.738
Total,2020,2020,29 years,29,,,7525,4835107,155.633
,2020,2020,30 years,30,Female,F,2336,2375032,98.357
,2020,2020,30 years,30,Male,M,5570,2446049,227.714
Total,2020,2020,30 years,30,,,7906,4821081,163.988
,2020,2020,31 years,31,Female,F,2307,2281303,101.126
,2020,2020,31 years,31,Male,M,5637,2346037,240.278
Total,2020,2020,31 years,31,,,7944,4627340,171.675
,2020,2020,32 years,32,Female,F,2527,2228352,113.402
,2020,2020,32 years,32,Male,M,5522,2286384,241.517
Total,2020,2020,32 years,32,,,8049,4514736,178.283
,2020,2020,33 years,33,Female,F,2653,2188527,121.223
,2020,2020,33 years,33,Male,M,5692,2244172,253.635
Total,2020,2020,33 years,33,,,8345,4432699,188.26
,2020,2020,34 years,34,Female,F,2689,2195936,122.453
,2020,2020,34 years,34,Male,M,5857,2246611,260.704
Total,2020,2020,34 years,34,,,8546,4442547,192.367
,2020,2020,35 years,35,Female,F,2860,2215833,129.071
,2020,2020,35 years,35,Male,M,5925,2250914,263.226
Total,2020,2020,35 years,35,,,8785,4466747,196.676
,2020,2020,36 years,36,Female,F,2980,2151567,138.504
,2020,2020,36 years,36,Male,M,6071,2167794,280.054
Total,2020,2020,36 years,36,,,9051,4319361,209.545
,2020,2020,37 years,37,Female,F,3282,2183495,150.309
,2020,2020,37 years,37,Male,M,6489,2190946,296.173
Total,2020,2020,37 years,37,,,9771,4374441,223.366
,2020,2020,38 years,38,Female,F,3342,2182398,153.134
,2020,2020,38 years,38,Male,M,6530,2180264,299.505
Total,2020,2020,38 years,38,,,9872,4362662,226.284
,2020,2020,39 years,39,Female,F,3551,2157423,164.595
,2020,2020,39 years,39,Male,M,7051,2147670,328.309
Total,2020,2020,39 years,39,,,10602,4305093,246.266
,2020,2020,40 years,40,Female,F,3714,2186513,169.859
,2020,2020,40 years,40,Male,M,7231,2192444,329.815
Total,2020,2020,40 years,40,,,10945,4378957,249.945
,2020,2020,41 years,41,Female,F,3947,2057329,191.851
,2020,2020,41 years,41,Male,M,7171,2042821,351.034
Total,2020,2020,41 years,41,,,11118,4100150,271.161
,2020,2020,42 years,42,Female,F,3867,2016979,191.722
,2020,2020,42 years,42,Male,M,7124,1997308,356.68
Total,2020,2020,42 years,42,,,10991,4014287,273.797
,2020,2020,43 years,43,Female,F,4143,2000043,207.146
,2020,2020,43 years,43,Male,M,7395,1967767,375.807
Total,2020,2020,43 years,43,,,11538,3967810,290.79
,2020,2020,44 years,44,Female,F,4310,1938744,222.309
,2020,2020,44 years,44,Male,M,7507,1907940,393.461
Total,2020,2020,44 years,44,,,11817,3846684,307.2
,2020,2020,45 years,45,Female,F,4725,1991382,237.272
,2020,2020,45 years,45,Male,M,8018,1966590,407.711
Total,2020,2020,45 years,45,,,12743,3957972,321.958
,2020,2020,46 years,46,Female,F,4986,1933297,257.901
,2020,2020,46 years,46,Male,M,8443,1893397,445.918
Total,2020,2020,46 years,46,,,13429,3826694,350.93
,2020,2020,47 years,47,Female,F,5510,1964957,280.413
,2020,2020,47 years,47,Male,M,9253,1911966,483.952
Total,2020,2020,47 years,47,,,14763,3876923,380.792
,2020,2020,48 years,48,Female,F,6121,2046809,299.051
,2020,2020,48 years,48,Male,M,10562,1996639,528.989
Total,2020,2020,48 years,48,,,16683,4043448,412.593
,2020,2020,49 years,49,Female,F,6935,2161257,320.878
,2020,2020,49 years,49,Male,M,11878,2104312,564.46
Total,2020,2020,49 years,49,,,18813,4265569,441.043
,2020,2020,50 years,50,Female,F,7503,2176827,344.676
,2020,2020,50 years,50,Male,M,12657,2133843,593.155
Total,2020,2020,50 years,50,,,20160,4310670,467.677
,2020,2020,51 years,51,Female,F,7879,2063731,381.784
,2020,2020,51 years,51,Male,M,13097,2012703,650.717
Total,2020,2020,51 years,51,,,20976,4076434,514.567
,2020,2020,52 years,52,Female,F,8378,2019631,414.828
,2020,2020,52 years,52,Male,M,14021,1964096,713.865
Total,2020,2020,52 years,52,,,22399,3983727,562.262
,2020,2020,53 years,53,Female,F,9133,2024943,451.025
,2020,2020,53 years,53,Male,M,15089,1955019,771.808
Total,2020,2020,53 years,53,,,24222,3979962,608.599
,2020,2020,54 years,54,Female,F,10128,2058607,491.983
,2020,2020,54 years,54,Male,M,16826,1986127,847.176
Total,2020,2020,54 years,54,,,26954,4044734,666.397
,2020,2020,55 years,55,Female,F,11416,2180669,523.509
,2020,2020,55 years,55,Male,M,19091,2097187,910.315
Total,2020,2020,55 years,55,,,30507,4277856,713.138
,2020,2020,56 years,56,Female,F,12646,2225298,568.283
,2020,2020,56 years,56,Male,M,21168,2118583,999.158
Total,2020,2020,56 years,56,,,33814,4343881,778.428
,2020,2020,57 years,57,Female,F,14072,2223160,632.973
,2020,2020,57 years,57,Male,M,22489,2104702,1068.512
Total,2020,2020,57 years,57,,,36561,4327862,844.782
,2020,2020,58 years,58,Female,F,14885,2216957,671.416
,2020,2020,58 years,58,Male,M,24355,2089658,1165.502
Total,2020,2020,58 years,58,,,39240,4306615,911.156
,2020,2020,59 years,59,Female,F,16549,2245087,737.121
,2020,2020,59 years,59,Male,M,26557,2101798,1263.537
Total,2020,2020,59 years,59,,,43106,4346885,991.653
,2020,2020,60 years,60,Female,F,17950,2255469,795.843
,2020,2020,60 years,60,Male,M,28354,2116626,1339.585
Total,2020,2020,60 years,60,,,46304,4372095,1059.08
,2020,2020,61 years,61,Female,F,18791,2182788,860.872
,2020,2020,61 years,61,Male,M,30080,2026188,1484.561
Total,2020,2020,61 years,61,,,48871,4208976,1161.114
,2020,2020,62 years,62,Female,F,19903,2168833,917.682
,2020,2020,62 years,62,Male,M,31422,1999600,1571.414
Total,2020,2020,62 years,62,,,51325,4168433,1231.278
,2020,2020,63 years,63,Female,F,21307,2145780,992.972
,2020,2020,63 years,63,Male,M,33504,1960712,1708.767
Total,2020,2020,63 years,63,,,54811,4106492,1334.74
,2020,2020,64 years,64,Female,F,21903,2070202,1058.013
,2020,2020,64 years,64,Male,M,34107,1874380,1819.642
Total,2020,2020,64 years,64,,,56010,3944582,1419.922
,2020,2020,65 years,65,Female,F,23040,2050844,1123.44
,2020,2020,65 years,65,Male,M,34987,1846576,1894.696
Total,2020,2020,65 years,65,,,58027,3897420,1488.857
,2020,2020,66 years,66,Female,F,23754,1969842,1205.884
,2020,2020,66 years,66,Male,M,36153,1750568,2065.215
Total,2020,2020,66 years,66,,,59907,3720410,1610.226
,2020,2020,67 years,67,Female,F,24675,1892051,1304.14
,2020,2020,67 years,67,Male,M,36489,1670185,2184.728
Total,2020,2020,67 years,67,,,61164,3562236,1717.011
,2020,2020,68 years,68,Female,F,25638,1813435,1413.781
,2020,2020,68 years,68,Male,M,37251,1593647,2337.469
Total,2020,2020,68 years,68,,,62889,3407082,1845.832
,2020,2020,69 years,69,Female,F,26545,1757144,1510.69
,2020,2020,69 years,69,Male,M,37856,1529375,2475.26
Total,2020,2020,69 years,69,,,64401,3286519,1959.551
,2020,2020,70 years,70,Female,F,28093,1706943,1645.808
,2020,2020,70 years,70,Male,M,39186,1485086,2638.635
Total,2020,2020,70 years,70,,,67279,3192029,2107.719
,2020,2020,71 years,71,Female,F,30411,1648341,1844.946
,2020,2020,71 years,71,Male,M,40638,1426391,2849.008
Total,2020,2020,71 years,71,,,71049,3074732,2310.738
,2020,2020,72 years,72,Female,F,32904,1619075,2032.272
,2020,2020,72 years,72,Male,M,43199,1398098,3089.841
Total,2020,2020,72 years,72,,,76103,3017173,2522.328
,2020,2020,73 years,73,Female,F,36024,1675385,2150.192
,2020,2020,73 years,73,Male,M,46529,1442000,3226.699
Total,2020,2020,73 years,73,,,82553,3117385,2648.149
,2020,2020,74 years,74,Female,F,31424,1232798,2548.998
,2020,2020,74 years,74,Male,M,39711,1041614,3812.449
Total,2020,2020,74 years,74,,,71135,2274412,3127.622
,2020,2020,75 years,75,Female,F,32471,1210107,2683.316
,2020,2020,75 years,75,Male,M,39754,1009458,3938.153
Total,2020,2020,75 years,75,,,72225,2219565,3254.016
,2020,2020,76 years,76,Female,F,35223,1168898,3013.351
,2020,2020,76 years,76,Male,M,42877,961529,4459.252
Total,2020,2020,76 years,76,,,78100,2130427,3665.932
,2020,2020,77 years,77,Female,F,38868,1183942,3282.931
,2020,2020,77 years,77,Male,M,46442,963155,4821.861
Total,2020,2020,77 years,77,,,85310,2147097,3973.272
,2020,2020,78 years,78,Female,F,37865,1023052,3701.18
,2020,2020,78 years,78,Male,M,44183,816776,5409.439
Total,2020,2020,78 years,78,,,82048,1839828,4459.547
,2020,2020,79 years,79,Female,F,38013,927150,4099.984
,2020,2020,79 years,79,Male,M,42495,722766,5879.496
Total,2020,2020,79 years,79,,,80508,1649916,4879.521
,2020,2020,80 years,80,Female,F,39250,863701,4544.397
,2020,2020,80 years,80,Male,M,42411,663256,6394.364
Total,2020,2020,80 years,80,,,81661,1526957,5347.957
,2020,2020,81 years,81,Female,F,40652,795451,5110.56
,2020,2020,81 years,81,Male,M,42685,604941,7056.06
Total,2020,2020,81 years,81,,,83337,1400392,5950.977
,2020,2020,82 years,82,Female,F,42717,749775,5697.309
,2020,2020,82 years,82,Male,M,42913,554034,7745.554
Total,2020,2020,82 years,82,,,85630,1303809,6567.68
,2020,2020,83 years,83,Female,F,43079,676482,6368.093
,2020,2020,83 years,83,Male,M,42570,486767,8745.457
Total,2020,2020,83 years,83,,,85649,1163249,7362.912
,2020,2020,84 years,84,Female,F,45088,629714,7160.076
,2020,2020,84 years,84,Male,M,42528,440593,9652.446
Total,2020,2020,84 years,84,,,87616,1070307,8186.063
,2020,2020,85 years,85,Female,F,47065,Not Applicable,Not Applicable
,2020,2020,85 years,85,Male,M,42593,Not Applicable,Not Applicable
Total,2020,2020,85 years,85,,,89658,Not Applicable,Not Applicable
,2020,2020,86 years,86,Female,F,46597,Not Applicable,Not Applicable
,2020,2020,86 years,86,Male,M,39831,Not Applicable,Not Applicable
Total,2020,2020,86 years,86,,,86428,Not Applicable,Not Applicable
,2020,2020,87 years,87,Female,F,47976,Not Applicable,Not Applicable
,2020,2020,87 years,87,Male,M,39480,Not Applicable,Not Applicable
Total,2020,2020,87 years,87,,,87456,Not Applicable,Not Applicable
,2020,2020,88 years,88,Female,F,49222,Not Applicable,Not Applicable
,2020,2020,88 years,88,Male,M,38795,Not Applicable,Not Applicable
Total,2020,2020,88 years,88,,,88017,Not Applicable,Not Applicable
,2020,2020,89 years,89,Female,F,50496,Not Applicable,Not Applicable
,2020,2020,89 years,89,Male,M,37196,Not Applicable,Not Applicable
Total,2020,2020,89 years,89,,,87692,Not Applicable,Not Applicable
,2020,2020,90 years,90,Female,F,50353,Not Applicable,Not Applicable
,2020,2020,90 years,90,Male,M,34852,Not Applicable,Not Applicable
Total,2020,2020,90 years,90,,,85205,Not Applicable,Not Applicable
,2020,2020,91 years,91,Female,F,47827,Not Applicable,Not Applicable
,2020,2020,91 years,91,Male,M,31528,Not Applicable,Not Applicable
Total,2020,2020,91 years,91,,,79355,Not Applicable,Not Applicable
,2020,2020,92 years,92,Female,F,46246,Not Applicable,Not Applicable
,2020,2020,92 years,92,Male,M,28214,Not Applicable,Not Applicable
Total,2020,2020,92 years,92,,,74460,Not Applicable,Not Applicable
,2020,2020,93 years,93,Female,F,43524,Not Applicable,Not Applicable
,2020,2020,93 years,93,Male,M,24433,Not Applicable,Not Applicable
Total,2020,2020,93 years,93,,,67957,Not Applicable,Not Applicable
,2020,2020,94 years,94,Female,F,38592,Not Applicable,Not Applicable
,2020,2020,94 years,94,Male,M,20117,Not Applicable,Not Applicable
Total,2020,2020,94 years,94,,,58709,Not Applicable,Not Applicable
,2020,2020,95 years,95,Female,F,34265,Not Applicable,Not Applicable
,2020,2020,95 years,95,Male,M,16436,Not Applicable,Not Applicable
Total,2020,2020,95 years,95,,,50701,Not Applicable,Not Applicable
,2020,2020,96 years,96,Female,F,29225,Not Applicable,Not Applicable
,2020,2020,96 years,96,Male,M,12916,Not Applicable,Not Applicable
Total,2020,2020,96 years,96,,,42141,Not Applicable,Not Applicable
,2020,2020,97 years,97,Female,F,23833,Not Applicable,Not Applicable
,2020,2020,97 years,97,Male,M,9535,Not Applicable,Not Applicable
Total,2020,2020,97 years,97,,,33368,Not Applicable,Not Applicable
,2020,2020,98 years,98,Female,F,18959,Not Applicable,Not Applicable
,2020,2020,98 years,98,Male,M,6880,Not Applicable,Not Applicable
Total,2020,2020,98 years,98,,,25839,Not Applicable,Not Applicable
,2020,2020,99 years,99,Female,F,14392,Not Applicable,Not Applicable
,2020,2020,99 years,99,Male,M,4795,Not Applicable,Not Applicable
Total,2020,2020,99 years,99,,,19187,Not Applicable,Not Applicable
,2020,2020,100+ years,100,Female,F,29313,Not Applicable,Not Applicable
,2020,2020,100+ years,100,Male,M,7319,Not Applicable,Not Applicable
Total,2020,2020,100+ years,100,,,36632,Not Applicable,Not Applicable
,2020,2020,Not Stated,NS,Female,F,37,Not Applicable,Not Applicable
,2020,2020,Not Stated,NS,Male,M,79,Not Applicable,Not Applicable
Total,2020,2020,Not Stated,NS,,,116,Not Applicable,Not Applicable
Total,2020,2020,,,,,3383729,329484123,1026.978
Total,,,,,,,17348153,1955156591,887.302
---,,,,,,,,,
"Dataset: Underlying Cause of Death, 1999-2020",,,,,,,,,
Query Parameters:,,,,,,,,,
Year/Month: 2015; 2016; 2017; 2018; 2019; 2020,,,,,,,,,
Group By: Year; Single-Year Ages; Sex,,,,,,,,,
Show Totals: True,,,,,,,,,
Show Zero Values: True,,,,,,,,,
Show Suppressed: True,,,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,,,
---,,,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,,,,
---,,,,,,,,,
"Query Date: May 18, 2026 9:51:09 PM",,,,,,,,,
---,,,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics",,,,,,,,,
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,",,,,,,,,,
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative",,,,,,,,,
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on May 18, 2026 9:51:09 PM",,,,,,,,,
---,,,,,,,,,
Caveats:,,,,,,,,,
1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not,,,,,,,,,
available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100.,,,,,,,,,
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,",,,,,,,,,
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:",,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated.,,,,,,,,,
